x,enthalpy
0.0,0.0
0.05,0.07125000000000001
0.1,0.2700000000000001
0.15000000000000002,0.5737500000000001
0.2,0.9600000000000002
0.25,1.40625
0.30000000000000004,1.8900000000000003
0.35000000000000003,2.38875
0.4,2.8800000000000003
0.45,3.3412500000000005
0.5,3.75
0.55,4.08375
0.6000000000000001,4.32
0.65,4.43625
0.7000000000000001,4.41
0.75,4.21875
0.8,3.84
0.8500000000000001,3.251249999999999
0.9,2.4299999999999997
0.9500000000000001,1.3537499999999982
1.0,0.0
